date,open,high,low,close,fetched_at
2025-01-09,1.03177,1.03215,1.02834,0.07854898600399984,2025-03-22T14:42:49.701944
2025-01-08,1.03398,1.03575,1.02728,0.10539845758354538,2025-03-22T14:42:49.701944
2025-01-07,1.03884,1.04344,1.0339,0.1362467866323911,2025-03-22T14:42:49.701944
2025-01-06,1.0302,1.04368,1.0294,0.20822622107969124,2025-03-22T14:42:49.701944
2025-01-03,1.0264,1.031,1.02524,0.08940302770636777,2025-03-22T14:42:49.701944
2025-01-02,1.03544,1.03756,1.02238,0.025564124535845778,2025-03-22T14:42:49.701944
2025-01-01,1.0358,1.0359,1.0352,0.15424164524421435,2025-03-22T14:42:49.701944
2024-12-31,1.04054,1.04244,1.03438,0.15452727792059484,2025-03-22T14:42:49.701944
2024-12-30,1.04275,1.04584,1.03714,0.23250499857183726,2025-03-22T14:42:49.701944
2024-12-27,1.04184,1.04441,1.04047,0.25692659240217,2025-03-22T14:42:49.701944
2024-12-26,1.0403,1.04301,1.03901,0.25421308197657844,2025-03-22T14:42:49.701944
2024-12-25,1.0395,1.0412,1.0395,0.22422165095686886,2025-03-22T14:42:49.701944
2024-12-24,1.04043,1.04099,1.03832,0.22422165095686886,2025-03-22T14:42:49.701944
2024-12-23,1.04304,1.04452,1.03838,0.22964867180805548,2025-03-22T14:42:49.701944
2024-12-20,1.03616,1.04475,1.03426,0.25764067409311586,2025-03-22T14:42:49.701944
2024-12-19,1.03513,1.04224,1.03457,0.16638103399028736,2025-03-22T14:42:49.701944
2024-12-18,1.04904,1.05127,1.03436,0.15238503284775717,2025-03-22T14:42:49.701944
2024-12-17,1.05099,1.05341,1.04788,0.35175664095972436,2025-03-22T14:42:49.701944
2024-12-16,1.04865,1.05248,1.04742,0.382890602684947,2025-03-22T14:42:49.701944
2024-12-13,1.04655,1.05242,1.04527,0.36803770351328247,2025-03-22T14:42:49.701944
2024-12-12,1.04935,1.05309,1.04634,0.3213367609254494,2025-03-22T14:42:49.701944
2024-12-11,1.05259,1.05394,1.04797,0.3560411311053997,2025-03-22T14:42:49.701944
2024-12-10,1.05519,1.05681,1.0498,0.4038846043987441,2025-03-22T14:42:49.701944
2024-12-09,1.05574,1.05945,1.05317,0.4414453013424726,2025-03-22T14:42:49.701944
2024-12-06,1.05839,1.06298,1.05419,0.4617252213653238,2025-03-22T14:42:49.701944
2024-12-05,1.05071,1.05896,1.05054,0.48557554984290263,2025-03-22T14:42:49.701944
2024-12-04,1.05065,1.05441,1.04718,0.3818908883176224,2025-03-22T14:42:49.701944
2024-12-03,1.0497,1.05351,1.04806,0.3760354184518704,2025-03-22T14:42:49.701944
2024-12-02,1.05695,1.05742,1.04603,0.36075407026563866,2025-03-22T14:42:49.701944
2024-11-29,1.05511,1.05971,1.05411,0.472436446729505,2025-03-22T14:42:49.701944
2024-11-28,1.05652,1.057,1.05271,0.4354470151385339,2025-03-22T14:42:49.701944
2024-11-27,1.04868,1.05878,1.0474,0.45986860896886483,2025-03-22T14:42:49.701944
2024-11-26,1.04929,1.05448,1.04246,0.34832904884318516,2025-03-22T14:42:49.701944
2024-11-25,1.04829,1.05303,1.04486,0.35732647814910123,2025-03-22T14:42:49.701944
2024-11-22,1.04734,1.04981,1.03325,0.25035704084547206,2025-03-22T14:42:49.701944
2024-11-21,1.05427,1.0555,1.04618,0.328191945158526,2025-03-22T14:42:49.701944
2024-11-20,1.05931,1.061,1.05065,0.4273064838617522,2025-03-22T14:42:49.701944
2024-11-19,1.05979,1.0601,1.05229,0.4994287346472426,2025-03-22T14:42:49.701944
2024-11-18,1.05294,1.06072,1.0528,0.5054270208511848,2025-03-22T14:42:49.701944
2024-11-15,1.0529,1.0593,1.05159,0.4218794630105691,2025-03-22T14:42:49.701944
2024-11-14,1.05627,1.05825,1.04958,0.4070265638389028,2025-03-22T14:42:49.701944
2024-11-13,1.06202,1.0654,1.05555,0.45444158811768,2025-03-22T14:42:49.701944
2024-11-12,1.06534,1.06631,1.05946,0.539274493001999,2025-03-22T14:42:49.701944
2024-11-11,1.0707,1.0728,1.06283,0.5845472722079421,2025-03-22T14:42:49.701944
2024-11-08,1.08021,1.0805,1.06865,0.6772350756926588,2025-03-22T14:42:49.701944
2024-11-07,1.07262,1.08247,1.07125,0.799485861182518,2025-03-22T14:42:49.701944
2024-11-06,1.09265,1.09369,1.06822,0.6896600971151088,2025-03-22T14:42:49.701944
2024-11-05,1.08757,1.09365,1.08721,0.9780062839188819,2025-03-22T14:42:49.701944
2024-11-04,1.0879,1.09147,1.08695,0.9035989717223636,2025-03-22T14:42:49.701944
