datetime,open,high,low,close,asset,SMA_5
2024-12-27,0.89910001,0.90275002,0.89850003,0.90184999,USD/CHF,0.8997399940000002
2024-12-28,0.90184999,0.90259999,0.90184999,0.90205002,USD/CHF,0.900469996
2024-12-30,0.90109998,0.90735,0.90104997,0.90404999,USD/CHF,0.9011999980000001
2024-12-31,0.9041,0.90609998,0.9023,0.90565002,USD/CHF,0.9025300039999999
2025-01-02,0.90719998,0.91369998,0.90399998,0.91339999,USD/CHF,0.905400002
2025-01-03,0.91339999,0.91339999,0.90810001,0.90920001,USD/CHF,0.9068700059999999
2025-01-04,0.9091,0.90930003,0.9084,0.90850002,USD/CHF,0.9081600059999999
2025-01-06,0.91009998,0.91060001,0.90090001,0.90439999,USD/CHF,0.9082300059999999
2025-01-07,0.90450001,0.90960002,0.9023,0.90850002,USD/CHF,0.9088000059999999
2025-01-08,0.90859997,0.91289997,0.90829998,0.91180003,USD/CHF,0.908480014
2025-01-09,0.91170001,0.9131,0.90979999,0.9127,USD/CHF,0.909180012
2025-01-10,0.91259998,0.91890001,0.91149998,0.91720003,USD/CHF,0.910920014
2025-01-11,0.91720003,0.91729999,0.9163,0.91640002,USD/CHF,0.9133200199999999
2025-01-13,0.91670001,0.92009997,0.91540003,0.91909999,USD/CHF,0.915440014
2025-01-14,0.91909999,0.91909999,0.91250002,0.9127,USD/CHF,0.915620008
2025-01-15,0.9127,0.91460001,0.90820003,0.9127,USD/CHF,0.915620008
2025-01-16,0.91280001,0.91369998,0.91009998,0.91100001,USD/CHF,0.9143800040000001
2025-01-17,0.91100001,0.91540003,0.90969998,0.91500002,USD/CHF,0.914100004
2025-01-18,0.91500002,0.91530001,0.91469997,0.9149,USD/CHF,0.913260006
2025-01-20,0.91360003,0.91530001,0.90630001,0.90640002,USD/CHF,0.9120000100000001
2025-01-21,0.90649998,0.91149998,0.9052,0.90670002,USD/CHF,0.910800014
2025-01-22,0.90670002,0.90759999,0.90329999,0.90609998,USD/CHF,0.9098200080000002
2025-01-23,0.90609998,0.9109,0.90570003,0.90689999,USD/CHF,0.9082000020000001
2025-01-24,0.90689999,0.9077,0.90280002,0.90600002,USD/CHF,0.9064200060000001
2025-01-25,0.90609998,0.90649998,0.90579998,0.90600002,USD/CHF,0.9063400060000001
2025-01-27,0.90549999,0.90740001,0.89649999,0.90130001,USD/CHF,0.905260004
2025-01-28,0.90140003,0.90710002,0.90130001,0.90399998,USD/CHF,0.9048400040000001
2025-01-29,0.90399998,0.9095,0.90319997,0.9073,USD/CHF,0.904920006
2025-01-30,0.9073,0.90930003,0.9059,0.90859997,USD/CHF,0.9054399960000001
2025-01-31,0.90859997,0.91159999,0.90719998,0.91060001,USD/CHF,0.906359994
2025-02-01,0.91060001,0.91149998,0.91000003,0.91119999,USD/CHF,0.90833999
2025-02-03,0.91540003,0.91970003,0.91039997,0.91289997,USD/CHF,0.9101199880000002
2025-02-04,0.91289997,0.91320002,0.90450001,0.90499997,USD/CHF,0.909659982
2025-02-05,0.90490001,0.90600002,0.90020001,0.90100002,USD/CHF,0.908139992
2025-02-06,0.90109998,0.90619999,0.90090001,0.9052,USD/CHF,0.9070599899999999
2025-02-07,0.9052,0.91070002,0.90460002,0.90920001,USD/CHF,0.906659994
2025-02-08,0.90920001,0.9102,0.90890002,0.91000003,USD/CHF,0.906080006
2025-02-10,0.91070002,0.91229999,0.90930003,0.91149998,USD/CHF,0.907380008
2025-02-11,0.91140002,0.91409999,0.91049999,0.91320002,USD/CHF,0.909820008
2025-02-12,0.91320002,0.91570002,0.91030002,0.91339999,USD/CHF,0.9114600060000001
2025-02-13,0.91329998,0.91409999,0.90350002,0.90380001,USD/CHF,0.9103800059999999
2025-02-14,0.90390003,0.90530002,0.89719999,0.8987,USD/CHF,0.90812
2025-02-15,0.8987,0.8998,0.8987,0.89960003,USD/CHF,0.90574001
2025-02-17,0.89840001,0.90189999,0.89789999,0.90090001,USD/CHF,0.903280008
2025-02-18,0.90100002,0.90420002,0.89950001,0.90359998,USD/CHF,0.901320006
2025-02-19,0.90369999,0.90549999,0.90240002,0.90380001,USD/CHF,0.901320006
2025-02-20,0.90390003,0.90469998,0.8976,0.89770001,USD/CHF,0.901120008
2025-02-21,0.89780003,0.9005,0.89679998,0.89719999,USD/CHF,0.9006399999999999
2025-02-22,0.8973,0.89829999,0.89700001,0.89780003,USD/CHF,0.9000200039999999
2025-02-24,0.89789999,0.89990002,0.89539999,0.89670002,USD/CHF,0.8986400119999999
2025-02-25,0.89660001,0.89789999,0.89120001,0.8926,USD/CHF,0.89640001
2025-02-26,0.89249998,0.89649999,0.89160001,0.89389998,USD/CHF,0.895640004
2025-02-27,0.89389998,0.90060002,0.89380002,0.89960003,USD/CHF,0.8961200120000001
2025-02-28,0.89969999,0.90359998,0.89829999,0.90350002,USD/CHF,0.8972600100000001
2025-03-01,0.90350002,0.90369999,0.90280002,0.90329999,USD/CHF,0.898580004
2025-03-03,0.90240002,0.90319997,0.8962,0.89749998,USD/CHF,0.8995599999999999
2025-03-04,0.8976,0.89780003,0.8872,0.88910002,USD/CHF,0.8986000080000001
2025-03-05,0.889,0.89139998,0.88559997,0.89050001,USD/CHF,0.896780004
2025-03-06,0.89050001,0.8926,0.88260001,0.88270003,USD/CHF,0.8926200059999999
2025-03-07,0.88270003,0.8847,0.87669998,0.88010001,USD/CHF,0.88798001
2025-03-08,0.88010001,0.88029999,0.87940001,0.87980002,USD/CHF,0.884440018
2025-03-10,0.8804,0.8822,0.87580001,0.88139999,USD/CHF,0.882900012
2025-03-11,0.88139999,0.88260001,0.87730002,0.88209999,USD/CHF,0.881220008
2025-03-12,0.8822,0.88529998,0.88010001,0.88200003,USD/CHF,0.881080008
2025-03-13,0.88200003,0.88550001,0.8804,0.88330001,USD/CHF,0.8817200079999999
2025-03-14,0.88340002,0.88639998,0.8818,0.88499999,USD/CHF,0.882760002
2025-03-15,0.88510001,0.88520002,0.88489997,0.88499999,USD/CHF,0.883480002
2025-03-17,0.88499999,0.8854,0.87980002,0.88050002,USD/CHF,0.8831600079999999
2025-03-18,0.8804,0.88190001,0.87589997,0.87650001,USD/CHF,0.8820600040000001
2025-03-19,0.87660003,0.88099998,0.87629998,0.87800002,USD/CHF,0.8810000060000001
2025-03-20,0.87809998,0.88429999,0.87559998,0.88209999,USD/CHF,0.8804200059999999
2025-03-21,0.88209999,0.88410002,0.87970001,0.88330001,USD/CHF,0.88008001
2025-03-22,0.88319999,0.88349998,0.88279998,0.88319999,USD/CHF,0.8806200040000001
2024-07-25,1.38075,1.3849,1.3797,1.3825,USD/CAD,1.3780999999999999
2024-07-26,1.3824,1.3849,1.3807,1.38365,USD/CAD,1.38021
2024-07-29,1.3832,1.3865,1.38165,1.3853,USD/CAD,1.3821299999999999
2024-07-30,1.3855,1.3864,1.3838,1.3849,USD/CAD,1.3834199999999999
2024-07-31,1.38485,1.3859,1.37875,1.3807,USD/CAD,1.38341
2024-08-01,1.38085,1.3889,1.37965,1.3874,USD/CAD,1.38439
2024-08-02,1.38755,1.38885,1.38345,1.3873,USD/CAD,1.3851200000000001
2024-08-05,1.387,1.3947,1.381,1.38245,USD/CAD,1.3845500000000002
2024-08-06,1.3825,1.38565,1.3757,1.3785,USD/CAD,1.38327
2024-08-07,1.3787,1.3791,1.3721,1.37595,USD/CAD,1.38232
2024-08-08,1.37595,1.37655,1.37265,1.37335,USD/CAD,1.37951
2024-08-09,1.3733,1.3755,1.3718,1.373,USD/CAD,1.3766500000000002
2024-08-12,1.374,1.3748,1.3718,1.3743,USD/CAD,1.37502
2024-08-13,1.3744,1.3748,1.3705,1.3705,USD/CAD,1.3734199999999999
2024-08-14,1.3705,1.3725,1.3689,1.3716,USD/CAD,1.37255
2024-08-15,1.37165,1.3739,1.3695,1.37305,USD/CAD,1.37249
2024-08-16,1.3729,1.37375,1.3678,1.36795,USD/CAD,1.37148
2024-08-19,1.3682,1.3685,1.36295,1.3633,USD/CAD,1.36928
2024-08-20,1.36345,1.3642,1.3605,1.3621,USD/CAD,1.3676
2024-08-21,1.3621,1.3626,1.3576,1.35955,USD/CAD,1.3651900000000001
2024-08-22,1.3596,1.3619,1.35715,1.3616,USD/CAD,1.3629000000000002
2024-08-23,1.3616,1.3618,1.34985,1.35095,USD/CAD,1.3595
2024-08-26,1.3513,1.3516,1.3463,1.34875,USD/CAD,1.35659
2024-08-27,1.34875,1.34885,1.3443,1.3444,USD/CAD,1.35305
2024-08-28,1.34465,1.3488,1.3441,1.3481,USD/CAD,1.35076
2024-08-29,1.3479,1.3491,1.345,1.34845,USD/CAD,1.34813
2024-08-30,1.3484,1.351,1.3466,1.3494,USD/CAD,1.34782
2024-09-02,1.3489,1.35055,1.3485,1.34955,USD/CAD,1.34798
2024-09-03,1.34935,1.3563,1.34915,1.35505,USD/CAD,1.3501100000000001
2024-09-04,1.3551,1.35655,1.35,1.3506,USD/CAD,1.35061
2024-09-05,1.35065,1.3525,1.3502,1.35035,USD/CAD,1.35099
2024-09-06,1.3504,1.3583,1.3466,1.3575,USD/CAD,1.3526099999999999
2024-09-09,1.3567,1.35775,1.35455,1.3559,USD/CAD,1.35388
2024-09-10,1.35565,1.3615,1.35555,1.36095,USD/CAD,1.35506
2024-09-11,1.3611,1.3623,1.35665,1.3575,USD/CAD,1.3564399999999999
2024-09-12,1.3576,1.3605,1.3564,1.35805,USD/CAD,1.35798
2024-09-13,1.3582,1.36,1.3565,1.3587,USD/CAD,1.35822
2024-09-16,1.3582,1.36075,1.3567,1.35865,USD/CAD,1.35877
2024-09-17,1.35865,1.3617,1.35795,1.35985,USD/CAD,1.35855
2024-09-18,1.35935,1.36225,1.3541,1.36055,USD/CAD,1.35916
2024-09-19,1.3605,1.36475,1.3533,1.3559,USD/CAD,1.35873
2024-09-20,1.35585,1.359,1.3542,1.357,USD/CAD,1.35839
2024-09-23,1.3568,1.35825,1.3487,1.3541,USD/CAD,1.35748
2024-09-24,1.3541,1.35415,1.3431,1.3431,USD/CAD,1.35413
2024-09-25,1.3432,1.3487,1.34195,1.34845,USD/CAD,1.3517100000000002
2024-09-26,1.34855,1.349,1.3458,1.3465,USD/CAD,1.34983
2024-09-27,1.34645,1.35265,1.3464,1.35165,USD/CAD,1.34876
2024-09-30,1.3512,1.3538,1.349,1.3525,USD/CAD,1.34844
2024-10-01,1.35255,1.354,1.3481,1.3491,USD/CAD,1.3496400000000002
2024-10-02,1.34905,1.35105,1.3472,1.3502,USD/CAD,1.34999
2024-10-03,1.35025,1.356,1.34955,1.35545,USD/CAD,1.3517800000000002
2024-10-04,1.3555,1.35915,1.35445,1.3576,USD/CAD,1.35297
2024-10-07,1.3578,1.36395,1.3573,1.36245,USD/CAD,1.35496
2024-10-08,1.3624,1.36755,1.36115,1.36485,USD/CAD,1.35811
2024-10-09,1.3649,1.3719,1.3643,1.37105,USD/CAD,1.36228
2024-10-10,1.37125,1.37755,1.3698,1.37425,USD/CAD,1.36604
2024-10-11,1.3742,1.37845,1.3725,1.3761,USD/CAD,1.36974
2024-10-12,1.3762,1.3765,1.3759,1.37635,USD/CAD,1.37252
2024-10-14,1.3762,1.3805,1.3762,1.37955,USD/CAD,1.37546
2024-10-15,1.37955,1.3839,1.37845,1.3785,USD/CAD,1.3769500000000001
2024-10-16,1.3785,1.37935,1.375,1.3751,USD/CAD,1.3771200000000001
2024-10-17,1.375,1.38015,1.3747,1.3799,USD/CAD,1.37788
2024-10-18,1.37995,1.3815,1.37845,1.3807,USD/CAD,1.3787500000000001
2024-10-19,1.38075,1.38095,1.37995,1.3801,USD/CAD,1.37886
2024-10-21,1.3804,1.38495,1.37995,1.3835,USD/CAD,1.37986
2024-10-22,1.3836,1.3838,1.3813,1.38215,USD/CAD,1.38127
2024-10-23,1.38215,1.3863,1.3815,1.38365,USD/CAD,1.3820200000000002
2024-10-24,1.3837,1.3869,1.3812,1.3852,USD/CAD,1.38292
2024-10-25,1.3853,1.3897,1.3838,1.3896,USD/CAD,1.38482
2024-10-26,1.38975,1.38975,1.3892,1.3892,USD/CAD,1.38596
2024-10-28,1.3891,1.3908,1.3882,1.389,USD/CAD,1.38733
2024-10-29,1.3891,1.393,1.3876,1.39165,USD/CAD,1.3889299999999998
2024-10-30,1.3918,1.3941,1.3895,1.39,USD/CAD,1.38989
2024-10-31,1.3901,1.39455,1.3891,1.3923,USD/CAD,1.3904299999999998
2024-11-01,1.3923,1.3957,1.3903,1.3957,USD/CAD,1.3917300000000001
2024-11-02,1.3956,1.39595,1.39505,1.3953,USD/CAD,1.39299
2024-11-04,1.39225,1.3927,1.38745,1.3898,USD/CAD,1.3926199999999997
2024-11-05,1.3898,1.3907,1.38385,1.38415,USD/CAD,1.39145
2024-11-06,1.3842,1.3959,1.38225,1.3933,USD/CAD,1.3916499999999998
2024-11-07,1.3933,1.39485,1.385,1.38635,USD/CAD,1.38978
2024-11-08,1.3862,1.3928,1.3842,1.3913,USD/CAD,1.3889799999999999
2024-11-09,1.39135,1.39195,1.39045,1.3909,USD/CAD,1.3892
2024-11-11,1.3913,1.3951,1.3905,1.3926,USD/CAD,1.39089
2024-11-12,1.39255,1.39675,1.3917,1.39465,USD/CAD,1.39116
2024-11-13,1.39465,1.3999,1.3931,1.39985,USD/CAD,1.39386
2024-11-14,1.39985,1.40395,1.39885,1.40365,USD/CAD,1.39633
2024-11-15,1.4038,1.4106,1.4033,1.40925,USD/CAD,1.4
2024-11-16,1.40925,1.4101,1.4087,1.409,USD/CAD,1.40328
2024-11-18,1.4093,1.4103,1.40045,1.40195,USD/CAD,1.40474
2024-11-19,1.4019,1.4037,1.3965,1.3966,USD/CAD,1.40409
2024-11-20,1.3967,1.4015,1.39505,1.39845,USD/CAD,1.40305
2024-11-21,1.3984,1.3989,1.39315,1.3964,USD/CAD,1.40048
2024-11-22,1.3964,1.4021,1.3958,1.398,USD/CAD,1.3982800000000002
2024-11-23,1.3981,1.3988,1.3975,1.39795,USD/CAD,1.39748
2024-11-25,1.39515,1.40075,1.39275,1.39775,USD/CAD,1.39771
2024-11-26,1.3978,1.4178,1.39735,1.4062,USD/CAD,1.39926
2024-11-27,1.40615,1.4078,1.4009,1.4031,USD/CAD,1.4006
2024-11-28,1.40305,1.4036,1.39985,1.401,USD/CAD,1.4012
2024-11-29,1.401,1.4046,1.3981,1.3994,USD/CAD,1.40149
2024-11-30,1.39945,1.4009,1.3985,1.4002,USD/CAD,1.40198
2024-12-02,1.39895,1.409,1.39895,1.40455,USD/CAD,1.40165
2024-12-03,1.4047,1.4076,1.401,1.407,USD/CAD,1.40243
2024-12-04,1.4071,1.4083,1.4052,1.4064,USD/CAD,1.40351
2024-12-05,1.4063,1.408,1.4011,1.4027,USD/CAD,1.4041700000000001
2024-12-06,1.40285,1.4165,1.40175,1.4159,USD/CAD,1.40731
2024-12-07,1.416,1.4163,1.4149,1.4159,USD/CAD,1.40958
2024-12-09,1.41555,1.41745,1.40935,1.4159,USD/CAD,1.41136
2024-12-10,1.4159,1.41955,1.4156,1.41655,USD/CAD,1.4133900000000001
2024-12-11,1.41645,1.41945,1.412,1.41615,USD/CAD,1.41608
2024-12-12,1.41615,1.42125,1.4131,1.4207,USD/CAD,1.41704
2024-12-13,1.4208,1.4245,1.4204,1.42335,USD/CAD,1.4185299999999998
2024-12-14,1.4232,1.4241,1.4228,1.42355,USD/CAD,1.4200599999999999
2024-12-16,1.4234,1.4269,1.4217,1.4237,USD/CAD,1.42149
2024-12-17,1.4238,1.4324,1.4232,1.4311,USD/CAD,1.42448
2024-12-18,1.43095,1.4425,1.4305,1.44175,USD/CAD,1.42869
2024-12-19,1.4417,1.4468,1.43445,1.4388,USD/CAD,1.4317800000000003
2024-12-20,1.4388,1.4436,1.43355,1.4353,USD/CAD,1.4341300000000001
2024-12-21,1.4353,1.43765,1.4353,1.43705,USD/CAD,1.4368
2024-12-23,1.43675,1.4433,1.4349,1.4373,USD/CAD,1.43804
2024-12-24,1.4372,1.4419,1.4367,1.4417,USD/CAD,1.43803
2024-12-25,1.4365,1.43675,1.43645,1.4365,USD/CAD,1.43757
2024-12-26,1.43645,1.4421,1.435,1.4416,USD/CAD,1.43883
2024-12-27,1.4416,1.44495,1.4375,1.4412,USD/CAD,1.43966
2024-12-28,1.44115,1.44215,1.44105,1.44135,USD/CAD,1.44047
2024-12-30,1.4415,1.44325,1.43455,1.43595,USD/CAD,1.43932
2024-12-31,1.436,1.43885,1.4339,1.4386,USD/CAD,1.43974
2025-01-01,1.4384,1.4385,1.4381,1.4383,USD/CAD,1.43908
2025-01-02,1.4383,1.4442,1.4369,1.4417,USD/CAD,1.43918
2025-01-03,1.4417,1.4464,1.4383,1.4448,USD/CAD,1.4398700000000002
2025-01-04,1.4449,1.4451,1.444,1.4448,USD/CAD,1.44164
2025-01-06,1.4449,1.4451,1.428,1.4337,USD/CAD,1.44066
2025-01-07,1.4337,1.4366,1.4298,1.4347,USD/CAD,1.43994
2025-01-08,1.4346,1.441,1.4339,1.4389,USD/CAD,1.43938
2025-01-09,1.4388,1.4405,1.4365,1.4392,USD/CAD,1.43826
2025-01-10,1.4392,1.4443,1.4376,1.4427,USD/CAD,1.43784
2025-01-11,1.4427,1.4437,1.442,1.4422,USD/CAD,1.43954
2025-01-13,1.4428,1.4447,1.4392,1.4412,USD/CAD,1.4408400000000001
2025-01-14,1.4411,1.4413,1.4343,1.4366,USD/CAD,1.44038
2025-01-15,1.4365,1.4369,1.4303,1.4329,USD/CAD,1.43912
2025-01-16,1.4329,1.4401,1.4323,1.4396,USD/CAD,1.4385000000000001
2025-01-17,1.4396,1.4465,1.4383,1.4461,USD/CAD,1.43928
2025-01-18,1.4462,1.4486,1.4461,1.4483,USD/CAD,1.4407
2025-01-20,1.4465,1.4486,1.4261,1.4305,USD/CAD,1.43948
2025-01-21,1.4307,1.4518,1.4285,1.4335,USD/CAD,1.4396
2025-01-22,1.4335,1.4391,1.4301,1.437,USD/CAD,1.43908
2025-01-23,1.4371,1.4414,1.4335,1.4362,USD/CAD,1.4371
2025-01-24,1.4362,1.4387,1.4315,1.4343,USD/CAD,1.4343
2025-01-25,1.4344,1.435,1.4336,1.4346,USD/CAD,1.43512
2025-01-27,1.4366,1.4402,1.4333,1.4377,USD/CAD,1.4359600000000001
2025-01-28,1.4378,1.4421,1.4367,1.4395,USD/CAD,1.43646
2025-01-29,1.4396,1.4472,1.4392,1.442,USD/CAD,1.4376200000000001
2025-01-30,1.4421,1.4436,1.4393,1.4414,USD/CAD,1.4390399999999999
2025-01-31,1.4414,1.4594,1.4374,1.4511,USD/CAD,1.4423400000000002
2025-02-01,1.4511,1.4559,1.4496,1.4528,USD/CAD,1.4453600000000002
2025-02-03,1.4738,1.4793,1.4529,1.4575,USD/CAD,1.44896
2025-02-04,1.4574,1.4576,1.4304,1.4306,USD/CAD,1.44668
2025-02-05,1.4306,1.4345,1.427,1.4315,USD/CAD,1.4446999999999999
2025-02-06,1.4316,1.4367,1.4301,1.4318,USD/CAD,1.4408400000000001
2025-02-07,1.4319,1.4345,1.4274,1.4284,USD/CAD,1.4359600000000001
2025-02-08,1.4284,1.4298,1.4274,1.4294,USD/CAD,1.43034
2025-02-10,1.4363,1.4381,1.4305,1.4309,USD/CAD,1.4304000000000001
2025-02-11,1.4309,1.4346,1.428,1.4294,USD/CAD,1.42998
2025-02-12,1.4293,1.4343,1.4256,1.4285,USD/CAD,1.42932
2025-02-13,1.4285,1.4311,1.4211,1.4231,USD/CAD,1.4282599999999999
2025-02-14,1.4232,1.4233,1.4151,1.416,USD/CAD,1.42558
2025-02-15,1.416,1.4186,1.416,1.4183,USD/CAD,1.42306
2025-02-17,1.4173,1.4194,1.416,1.4184,USD/CAD,1.42086
2025-02-18,1.4185,1.4213,1.4179,1.4189,USD/CAD,1.41894
2025-02-19,1.4189,1.4246,1.4176,1.4231,USD/CAD,1.4189399999999999
2025-02-20,1.4232,1.4245,1.4171,1.4175,USD/CAD,1.4192399999999998
2025-02-21,1.4175,1.4236,1.4166,1.4229,USD/CAD,1.4201599999999999
2025-02-22,1.423,1.4236,1.4221,1.4225,USD/CAD,1.42098
2025-02-24,1.4226,1.4245,1.4182,1.4229,USD/CAD,1.42178
2025-02-25,1.4229,1.4317,1.4225,1.4303,USD/CAD,1.4232200000000002
2025-02-26,1.4302,1.4366,1.4292,1.4334,USD/CAD,1.4264000000000001
2025-02-27,1.4333,1.4443,1.4322,1.4441,USD/CAD,1.43064
2025-02-28,1.4442,1.4463,1.44,1.4459,USD/CAD,1.43532
2025-03-01,1.4459,1.4472,1.4456,1.447,USD/CAD,1.44014
2025-03-03,1.4448,1.4501,1.437,1.45,USD/CAD,1.44408
2025-03-04,1.4501,1.4543,1.4407,1.4488,USD/CAD,1.44716
2025-03-05,1.4488,1.4488,1.4331,1.4336,USD/CAD,1.4450600000000002
2025-03-06,1.4337,1.4377,1.4241,1.4303,USD/CAD,1.44194
2025-03-07,1.4304,1.4427,1.428,1.4366,USD/CAD,1.43986
2025-03-08,1.4366,1.4383,1.436,1.4372,USD/CAD,1.4373
2025-03-10,1.4381,1.4473,1.4353,1.444,USD/CAD,1.43634
2025-03-11,1.444,1.4521,1.4379,1.4412,USD/CAD,1.43786
2025-03-12,1.4412,1.4485,1.4354,1.4377,USD/CAD,1.43934
2025-03-13,1.4377,1.4452,1.436,1.4436,USD/CAD,1.4407400000000001
2025-03-14,1.4435,1.4448,1.4358,1.4364,USD/CAD,1.4405800000000002
2025-03-15,1.4364,1.4373,1.4356,1.4371,USD/CAD,1.4392
2025-03-17,1.4368,1.4381,1.4276,1.4284,USD/CAD,1.4366400000000001
2025-03-18,1.4283,1.432,1.4269,1.4295,USD/CAD,1.435
2025-03-19,1.4295,1.4349,1.4292,1.4325,USD/CAD,1.43278
2025-03-20,1.4325,1.4402,1.4313,1.4316,USD/CAD,1.4318199999999999
2025-03-21,1.4316,1.4373,1.4314,1.4343,USD/CAD,1.43126
2025-03-22,1.4344,1.436,1.4338,1.4356,USD/CAD,1.4327
2024-07-25,0.59350002,0.59359998,0.58829999,0.58880001,NZD/USD,0.595300006
2024-07-26,0.5887,0.59065002,0.58829999,0.58885002,NZD/USD,0.592870008
2024-07-29,0.5887,0.59009999,0.58579999,0.58765,NZD/USD,0.59080001
2024-07-30,0.58700001,0.59060001,0.58639997,0.59025002,NZD/USD,0.58972001
2024-07-31,0.59034997,0.59619999,0.58880001,0.59504998,NZD/USD,0.590120006
2024-08-01,0.59495002,0.59810001,0.59380001,0.59495002,NZD/USD,0.591350008
2024-08-02,0.59485,0.59850001,0.59299999,0.59574997,NZD/USD,0.592729998
2024-08-05,0.59509999,0.59710002,0.58499998,0.59394997,NZD/USD,0.593989992
2024-08-06,0.59404999,0.59799999,0.59135002,0.59535003,NZD/USD,0.595009994
2024-08-07,0.59535003,0.60259998,0.59425002,0.59944999,NZD/USD,0.595889996
2024-08-08,0.59985,0.60145003,0.59775001,0.60135001,NZD/USD,0.5971699939999999
2024-08-09,0.60055,0.60355002,0.59944999,0.59990001,NZD/USD,0.598000002
2024-08-12,0.5995,0.60325003,0.59890002,0.60184997,NZD/USD,0.5995800020000001
2024-08-13,0.60245001,0.60820001,0.60159999,0.60775,NZD/USD,0.602059996
2024-08-14,0.60750002,0.60839999,0.5995,0.59974998,NZD/USD,0.6021199939999999
