timestamp,open,high,low,close
2025-03-30 22:11:00,1779.22,1781.89,1778.96,1781.89
2025-03-30 22:12:00,1781.88,1782.2,1779.78,1779.88
2025-03-30 22:13:00,1779.89,1786.26,1778.43,1785.93
2025-03-30 22:14:00,1785.93,1786.39,1784.5,1785.58
2025-03-30 22:15:00,1785.58,1786.62,1783.26,1786.43
2025-03-30 22:16:00,1786.43,1787.78,1784.56,1784.56
2025-03-30 22:17:00,1784.55,1784.73,1780.44,1782.0
2025-03-30 22:18:00,1782.0,1784.77,1781.73,1784.77
2025-03-30 22:19:00,1784.77,1784.92,1781.29,1782.07
2025-03-30 22:20:00,1782.07,1783.58,1781.3,1783.52
2025-03-30 22:21:00,1783.53,1783.53,1778.9,1779.79
2025-03-30 22:22:00,1779.79,1784.07,1779.61,1783.68
2025-03-30 22:23:00,1783.69,1790.52,1783.69,1789.03
2025-03-30 22:24:00,1789.04,1790.99,1787.42,1787.48
2025-03-30 22:25:00,1787.48,1790.14,1787.47,1788.99
2025-03-30 22:26:00,1789.0,1790.63,1788.4,1790.35
2025-03-30 22:27:00,1790.35,1792.54,1789.07,1791.91
2025-03-30 22:28:00,1791.9,1792.83,1791.4,1792.36
2025-03-30 22:29:00,1792.36,1793.41,1791.54,1791.81
2025-03-30 22:30:00,1791.81,1794.74,1790.82,1794.74
2025-03-30 22:31:00,1794.75,1796.68,1794.2,1795.2
2025-03-30 22:32:00,1795.21,1796.76,1792.75,1792.76
2025-03-30 22:33:00,1792.75,1794.93,1792.63,1794.5
2025-03-30 22:34:00,1794.5,1797.3,1794.12,1796.83
2025-03-30 22:35:00,1796.83,1801.68,1796.81,1801.67
2025-03-30 22:36:00,1801.67,1812.43,1801.25,1811.04
2025-03-30 22:37:00,1811.01,1815.08,1808.81,1808.81
2025-03-30 22:38:00,1808.82,1815.81,1808.45,1814.92
2025-03-30 22:39:00,1814.92,1816.87,1811.81,1812.67
2025-03-30 22:40:00,1812.66,1813.14,1809.45,1810.44
2025-03-30 22:41:00,1810.44,1811.43,1808.75,1809.38
2025-03-30 22:42:00,1809.39,1811.9,1809.0,1811.9
2025-03-30 22:43:00,1811.9,1812.31,1809.85,1812.01
2025-03-30 22:44:00,1812.01,1812.02,1808.66,1808.66
2025-03-30 22:45:00,1808.67,1809.97,1808.08,1809.4
2025-03-30 22:46:00,1809.4,1812.8,1808.97,1812.8
2025-03-30 22:47:00,1812.85,1813.13,1810.49,1811.59
2025-03-30 22:48:00,1811.58,1812.44,1810.95,1811.89
2025-03-30 22:49:00,1811.88,1811.88,1807.2,1809.76
2025-03-30 22:50:00,1809.75,1810.76,1808.9,1809.59
2025-03-30 22:51:00,1809.59,1810.57,1808.08,1809.37
2025-03-30 22:52:00,1809.38,1810.21,1807.96,1808.56
2025-03-30 22:53:00,1808.55,1809.1,1805.3,1806.06
2025-03-30 22:54:00,1806.06,1806.39,1805.33,1806.22
2025-03-30 22:55:00,1806.22,1806.5,1803.74,1805.35
2025-03-30 22:56:00,1805.35,1807.18,1804.43,1807.18
2025-03-30 22:57:00,1807.19,1807.19,1803.92,1804.58
2025-03-30 22:58:00,1804.58,1804.59,1803.52,1804.04
2025-03-30 22:59:00,1804.05,1805.18,1804.05,1805.17
2025-03-30 23:00:00,1805.17,1806.2,1804.09,1805.59
2025-03-30 23:01:00,1805.59,1806.19,1804.17,1806.19
2025-03-30 23:02:00,1806.18,1806.18,1800.63,1801.06
2025-03-30 23:03:00,1801.07,1803.04,1800.99,1802.99
2025-03-30 23:04:00,1802.96,1802.96,1799.18,1800.4
