timestamp,open,high,low,close
2025-03-30 22:11:00,85.1,85.13,85.03,85.05
2025-03-30 22:12:00,85.05,85.09,85.02,85.04
2025-03-30 22:13:00,85.04,85.17,84.99,85.15
2025-03-30 22:14:00,85.16,85.18,85.07,85.17
2025-03-30 22:15:00,85.17,85.2,85.13,85.19
2025-03-30 22:16:00,85.19,85.3,85.19,85.24
2025-03-30 22:17:00,85.24,85.24,85.08,85.16
2025-03-30 22:18:00,85.17,85.28,85.17,85.28
2025-03-30 22:19:00,85.29,85.29,85.15,85.16
2025-03-30 22:20:00,85.17,85.21,85.15,85.2
2025-03-30 22:21:00,85.18,85.18,85.02,85.05
2025-03-30 22:22:00,85.05,85.2,85.05,85.2
2025-03-30 22:23:00,85.2,85.43,85.2,85.41
2025-03-30 22:24:00,85.41,85.45,85.34,85.34
2025-03-30 22:25:00,85.35,85.44,85.35,85.43
2025-03-30 22:26:00,85.43,85.52,85.43,85.52
2025-03-30 22:27:00,85.51,85.6,85.46,85.6
2025-03-30 22:28:00,85.59,85.62,85.57,85.62
2025-03-30 22:29:00,85.62,85.65,85.6,85.61
2025-03-30 22:30:00,85.61,85.73,85.55,85.73
2025-03-30 22:31:00,85.72,85.77,85.68,85.75
2025-03-30 22:32:00,85.76,85.79,85.66,85.67
2025-03-30 22:33:00,85.67,85.77,85.67,85.75
2025-03-30 22:34:00,85.74,85.86,85.74,85.86
2025-03-30 22:35:00,85.86,86.05,85.86,86.05
2025-03-30 22:36:00,86.04,86.24,86.04,86.24
2025-03-30 22:37:00,86.22,86.28,86.14,86.14
2025-03-30 22:38:00,86.14,86.33,86.13,86.33
2025-03-30 22:39:00,86.31,86.38,86.22,86.24
2025-03-30 22:40:00,86.23,86.26,86.15,86.24
2025-03-30 22:41:00,86.22,86.26,86.13,86.14
2025-03-30 22:42:00,86.17,86.25,86.14,86.25
2025-03-30 22:43:00,86.26,86.29,86.17,86.29
2025-03-30 22:44:00,86.28,86.28,86.12,86.12
2025-03-30 22:45:00,86.11,86.19,86.1,86.18
2025-03-30 22:46:00,86.16,86.32,86.14,86.32
2025-03-30 22:47:00,86.32,86.33,86.22,86.27
2025-03-30 22:48:00,86.26,86.29,86.22,86.24
2025-03-30 22:49:00,86.25,86.25,86.07,86.2
2025-03-30 22:50:00,86.19,86.24,86.14,86.2
2025-03-30 22:51:00,86.21,86.24,86.09,86.2
2025-03-30 22:52:00,86.21,86.21,86.12,86.15
2025-03-30 22:53:00,86.16,86.24,86.11,86.12
2025-03-30 22:54:00,86.11,86.15,86.11,86.15
2025-03-30 22:55:00,86.15,86.15,86.08,86.13
2025-03-30 22:56:00,86.16,86.21,86.13,86.21
2025-03-30 22:57:00,86.22,86.22,86.11,86.14
2025-03-30 22:58:00,86.1,86.1,86.04,86.07
2025-03-30 22:59:00,86.06,86.16,86.06,86.14
2025-03-30 23:00:00,86.14,86.22,86.12,86.21
2025-03-30 23:01:00,86.18,86.21,86.12,86.2
2025-03-30 23:02:00,86.2,86.2,85.97,85.97
2025-03-30 23:03:00,85.97,86.01,85.92,85.98
2025-03-30 23:04:00,85.97,85.98,85.81,85.81
2025-03-30 23:05:00,85.82,85.82,85.74,85.76
2025-03-30 23:06:00,85.77,85.83,85.72,85.72
2025-03-30 23:07:00,85.75,85.83,85.73,85.73
2025-03-30 23:08:00,85.73,85.8,85.72,85.8
2025-03-30 23:09:00,85.8,85.92,85.8,85.92
2025-03-30 23:10:00,85.91,85.96,85.89,85.95
2025-03-30 23:11:00,85.95,86.06,85.94,86.02
2025-03-30 23:12:00,86.01,86.01,85.96,85.97
2025-03-30 23:13:00,85.97,86.0,85.96,85.99
2025-03-30 23:14:00,86.0,86.03,85.89,85.89
2025-03-30 23:15:00,85.88,85.88,85.81,85.81
2025-03-30 23:16:00,85.81,85.9,85.81,85.89
2025-03-30 23:17:00,85.88,85.93,85.81,85.9
2025-03-30 23:18:00,85.91,85.94,85.77,85.85
2025-03-30 23:19:00,85.84,85.95,85.84,85.95
2025-03-30 23:20:00,85.96,86.0,85.72,85.76
2025-03-30 23:21:00,85.75,85.8,85.71,85.71
2025-03-30 23:22:00,85.7,85.78,85.69,85.78
2025-03-30 23:23:00,85.78,85.78,85.53,85.56
2025-03-30 23:24:00,85.55,85.56,85.47,85.52
2025-03-30 23:25:00,85.53,85.63,85.52,85.61
2025-03-30 23:26:00,85.62,85.71,85.6,85.71
2025-03-30 23:27:00,85.7,85.71,85.64,85.68
2025-03-30 23:28:00,85.68,85.68,85.56,85.56
2025-03-30 23:29:00,85.57,85.57,85.44,85.45
2025-03-30 23:30:00,85.44,85.54,85.42,85.5
2025-03-30 23:31:00,85.5,85.6,85.41,85.54
2025-03-30 23:32:00,85.54,85.54,85.43,85.54
2025-03-30 23:33:00,85.52,85.53,85.42,85.47
2025-03-30 23:34:00,85.47,85.54,85.45,85.51
2025-03-30 23:35:00,85.51,85.6,85.44,85.51
2025-03-30 23:36:00,85.52,85.63,85.52,85.63
2025-03-30 23:37:00,85.64,85.8,85.64,85.8
2025-03-30 23:38:00,85.8,85.82,85.76,85.76
2025-03-30 23:39:00,85.75,85.81,85.72,85.81
2025-03-30 23:40:00,85.83,85.9,85.83,85.88
2025-03-30 23:41:00,85.9,85.94,85.89,85.94
2025-03-30 23:42:00,85.92,85.99,85.9,85.94
2025-03-30 23:43:00,85.94,86.0,85.94,86.0
2025-03-30 23:44:00,85.99,86.02,85.97,85.98
2025-03-30 23:45:00,85.97,86.02,85.96,85.98
2025-03-30 23:46:00,85.95,86.02,85.94,85.94
2025-03-30 23:47:00,85.95,85.95,85.8,85.81
2025-03-30 23:48:00,85.8,85.87,85.79,85.83
2025-03-30 23:49:00,85.82,85.9,85.77,85.87
2025-03-30 23:50:00,85.88,85.91,85.83,85.83
2025-03-30 23:51:00,85.82,85.85,85.79,85.8
2025-03-30 23:52:00,85.8,85.97,85.77,85.97
2025-03-30 23:53:00,85.96,85.98,85.91,85.98
2025-03-30 23:54:00,85.99,86.06,85.98,86.05
2025-03-30 23:55:00,86.04,86.05,85.98,85.99
2025-03-30 23:56:00,85.97,86.04,85.97,86.04
2025-03-30 23:57:00,86.02,86.04,85.96,85.98
2025-03-30 23:58:00,86.0,86.08,86.0,86.04
2025-03-30 23:59:00,86.05,86.1,86.03,86.1
2025-03-31 00:00:00,86.11,86.21,86.09,86.21
2025-03-31 00:01:00,86.2,86.2,86.07,86.07
2025-03-31 00:02:00,86.06,86.16,86.01,86.14
2025-03-31 00:03:00,86.13,86.13,85.97,86.02
2025-03-31 00:04:00,85.98,86.19,85.97,86.19
2025-03-31 00:05:00,86.16,86.16,86.07,86.08
2025-03-31 00:06:00,86.08,86.13,86.03,86.08
2025-03-31 00:07:00,86.08,86.14,85.89,85.94
2025-03-31 00:08:00,85.93,86.03,85.93,86.0
2025-03-31 00:09:00,85.99,86.03,85.89,85.98
2025-03-31 00:10:00,85.99,86.13,85.97,86.12
2025-03-31 00:11:00,86.13,86.23,86.13,86.19
2025-03-31 00:12:00,86.21,86.27,86.19,86.25
2025-03-31 00:13:00,86.24,86.24,86.05,86.06
2025-03-31 00:14:00,86.06,86.15,86.06,86.09
2025-03-31 00:15:00,86.08,86.18,86.06,86.07
2025-03-31 00:16:00,86.05,86.05,85.94,85.99
2025-03-31 00:17:00,86.0,86.0,85.91,85.96
2025-03-31 00:18:00,85.97,86.09,85.93,86.07
2025-03-31 00:19:00,86.09,86.09,85.89,85.92
2025-03-31 00:20:00,85.92,85.94,85.67,85.72
2025-03-31 00:21:00,85.72,85.79,85.7,85.78
2025-03-31 00:22:00,85.77,85.81,85.76,85.81
2025-03-31 00:23:00,85.82,85.83,85.61,85.63
2025-03-31 00:24:00,85.63,85.63,85.56,85.63
2025-03-31 00:25:00,85.63,85.69,85.62,85.65
2025-03-31 00:26:00,85.65,85.68,85.58,85.61
2025-03-31 00:27:00,85.61,85.69,85.6,85.69
2025-03-31 00:28:00,85.7,85.74,85.7,85.73
2025-03-31 00:29:00,85.75,85.75,85.63,85.65
2025-03-31 00:30:00,85.67,85.68,85.58,85.62
2025-03-31 00:31:00,85.61,85.63,85.37,85.4
2025-03-31 00:32:00,85.38,85.38,85.3,85.34
2025-03-31 00:33:00,85.35,85.39,85.22,85.25
2025-03-31 00:34:00,85.25,85.25,85.13,85.21
2025-03-31 00:35:00,85.2,85.21,85.06,85.11
2025-03-31 00:36:00,85.12,85.16,85.07,85.1
2025-03-31 00:37:00,85.11,85.12,84.97,84.98
2025-03-31 00:38:00,84.99,85.2,84.99,85.17
2025-03-31 00:39:00,85.18,85.19,85.02,85.02
2025-03-31 00:40:00,85.02,85.06,84.66,84.67
2025-03-31 00:41:00,84.68,84.71,84.47,84.68
2025-03-31 00:42:00,84.68,84.75,84.66,84.72
2025-03-31 00:43:00,84.72,84.76,84.68,84.72
2025-03-31 00:44:00,84.68,84.68,84.57,84.67
2025-03-31 00:45:00,84.67,84.7,84.56,84.61
2025-03-31 00:46:00,84.62,84.83,84.62,84.81
2025-03-31 00:47:00,84.81,84.84,84.6,84.6
2025-03-31 00:48:00,84.58,84.79,84.51,84.79
2025-03-31 00:49:00,84.78,84.84,84.71,84.77
2025-03-31 00:50:00,84.78,84.78,84.65,84.74
2025-03-31 00:51:00,84.75,84.76,84.65,84.75
2025-03-31 00:52:00,84.75,84.93,84.71,84.93
2025-03-31 00:53:00,84.94,84.95,84.82,84.89
2025-03-31 00:54:00,84.89,84.91,84.82,84.84
2025-03-31 00:55:00,84.85,84.94,84.8,84.94
2025-03-31 00:56:00,84.95,85.14,84.94,85.14
2025-03-31 00:57:00,85.13,85.15,85.07,85.1
2025-03-31 00:58:00,85.11,85.13,85.09,85.11
2025-03-31 00:59:00,85.12,85.12,84.99,85.07
2025-03-31 01:00:00,85.09,85.13,84.97,84.99
2025-03-31 01:01:00,84.99,85.22,84.99,85.2
2025-03-31 01:02:00,85.22,85.37,85.22,85.37
2025-03-31 01:03:00,85.37,85.72,85.37,85.7
2025-03-31 01:04:00,85.69,85.77,85.45,85.49
2025-03-31 01:05:00,85.49,85.56,85.42,85.53
2025-03-31 01:06:00,85.53,85.68,85.45,85.65
2025-03-31 01:07:00,85.64,85.79,85.64,85.75
2025-03-31 01:08:00,85.74,85.8,85.71,85.78
2025-03-31 01:09:00,85.79,85.81,85.63,85.68
2025-03-31 01:10:00,85.67,85.81,85.67,85.78
2025-03-31 01:11:00,85.77,85.84,85.73,85.8
2025-03-31 01:12:00,85.79,85.81,85.69,85.69
2025-03-31 01:13:00,85.7,85.7,85.57,85.69
