timestamp,open,high,low,close
2025-03-30 22:11:00,81745.99,81813.17,81745.99,81789.12
2025-03-30 22:12:00,81789.11,81795.66,81749.56,81749.56
2025-03-30 22:13:00,81749.57,81824.68,81714.0,81824.68
2025-03-30 22:14:00,81824.68,81906.9,81824.68,81906.88
2025-03-30 22:15:00,81906.89,81945.5,81849.05,81937.3
2025-03-30 22:16:00,81937.3,81975.99,81911.57,81911.57
2025-03-30 22:17:00,81911.57,81911.57,81813.95,81879.99
2025-03-30 22:18:00,81880.0,81959.99,81879.99,81959.99
2025-03-30 22:19:00,81960.0,81969.57,81900.0,81905.85
2025-03-30 22:20:00,81905.85,81966.0,81905.85,81946.67
2025-03-30 22:21:00,81946.68,81946.68,81812.23,81839.63
2025-03-30 22:22:00,81839.64,81956.0,81839.63,81955.99
2025-03-30 22:23:00,81956.0,82126.0,81955.99,82123.46
2025-03-30 22:24:00,82123.47,82166.0,82075.05,82075.06
2025-03-30 22:25:00,82075.05,82131.99,82074.0,82098.44
2025-03-30 22:26:00,82098.45,82197.14,82092.0,82162.18
2025-03-30 22:27:00,82162.17,82196.57,82119.34,82196.57
2025-03-30 22:28:00,82196.57,82216.0,82157.62,82209.53
2025-03-30 22:29:00,82209.52,82247.05,82209.04,82226.6
2025-03-30 22:30:00,82226.6,82272.72,82201.0,82272.71
2025-03-30 22:31:00,82272.71,82300.0,82238.9,82238.9
2025-03-30 22:32:00,82238.9,82273.92,82163.65,82163.65
2025-03-30 22:33:00,82163.65,82256.0,82160.0,82245.99
2025-03-30 22:34:00,82246.0,82316.96,82242.0,82304.6
2025-03-30 22:35:00,82304.6,82476.39,82302.0,82476.39
2025-03-30 22:36:00,82476.85,82614.3,82459.89,82592.0
2025-03-30 22:37:00,82592.0,82618.51,82488.82,82488.82
2025-03-30 22:38:00,82488.82,82729.03,82488.82,82729.02
2025-03-30 22:39:00,82729.03,82757.7,82620.0,82624.01
2025-03-30 22:40:00,82624.01,82636.33,82534.78,82552.74
2025-03-30 22:41:00,82552.74,82564.27,82482.5,82512.0
2025-03-30 22:42:00,82512.0,82608.0,82512.0,82608.0
2025-03-30 22:43:00,82608.0,82619.99,82540.85,82619.99
2025-03-30 22:44:00,82620.0,82621.74,82528.0,82528.01
2025-03-30 22:45:00,82528.0,82576.03,82512.01,82550.01
2025-03-30 22:46:00,82550.01,82605.09,82519.06,82605.09
2025-03-30 22:47:00,82605.1,82626.01,82580.0,82604.01
2025-03-30 22:48:00,82604.0,82624.25,82578.43,82580.01
2025-03-30 22:49:00,82580.01,82580.01,82480.66,82519.63
2025-03-30 22:50:00,82519.63,82554.0,82500.7,82521.29
2025-03-30 22:51:00,82521.29,82548.0,82474.77,82513.38
2025-03-30 22:52:00,82513.38,82523.99,82467.62,82486.24
2025-03-30 22:53:00,82486.23,82504.79,82423.31,82423.32
2025-03-30 22:54:00,82423.31,82437.84,82411.12,82424.46
2025-03-30 22:55:00,82424.46,82424.47,82378.42,82386.67
2025-03-30 22:56:00,82386.67,82431.99,82385.8,82431.99
2025-03-30 22:57:00,82432.0,82438.0,82368.55,82397.94
2025-03-30 22:58:00,82397.94,82397.95,82369.1,82373.81
2025-03-30 22:59:00,82373.8,82438.0,82373.8,82438.0
2025-03-30 23:00:00,82437.99,82442.94,82391.98,82421.42
2025-03-30 23:01:00,82421.43,82424.0,82389.22,82408.1
2025-03-30 23:02:00,82408.09,82408.1,82300.0,82300.59
2025-03-30 23:03:00,82300.59,82340.0,82300.0,82332.39
2025-03-30 23:04:00,82332.4,82332.4,82221.56,82249.99
2025-03-30 23:05:00,82249.99,82252.74,82150.74,82212.27
