timestamp,open,high,low,close
2025-03-30 22:11:00,2.1155,2.1177,2.115,2.1158
2025-03-30 22:12:00,2.1158,2.116,2.1136,2.1137
2025-03-30 22:13:00,2.1136,2.1176,2.112,2.1176
2025-03-30 22:14:00,2.1177,2.1199,2.1168,2.1196
2025-03-30 22:15:00,2.1195,2.1215,2.1184,2.1215
2025-03-30 22:16:00,2.1216,2.1235,2.1214,2.1215
2025-03-30 22:17:00,2.1214,2.1214,2.1169,2.1195
2025-03-30 22:18:00,2.1195,2.122,2.1193,2.1219
2025-03-30 22:19:00,2.122,2.1224,2.1182,2.1191
2025-03-30 22:20:00,2.1191,2.1203,2.1181,2.1193
2025-03-30 22:21:00,2.1192,2.1192,2.1134,2.1143
2025-03-30 22:22:00,2.1144,2.1224,2.1142,2.1222
2025-03-30 22:23:00,2.1223,2.1284,2.1221,2.1277
2025-03-30 22:24:00,2.1276,2.13,2.127,2.1274
2025-03-30 22:25:00,2.1274,2.1297,2.1274,2.1292
2025-03-30 22:26:00,2.1293,2.1309,2.1284,2.1301
2025-03-30 22:27:00,2.1301,2.1305,2.1281,2.1305
2025-03-30 22:28:00,2.1304,2.1312,2.1292,2.1302
2025-03-30 22:29:00,2.1303,2.1338,2.1302,2.1326
2025-03-30 22:30:00,2.1327,2.1356,2.132,2.1354
2025-03-30 22:31:00,2.1354,2.1364,2.1332,2.1341
2025-03-30 22:32:00,2.1342,2.1357,2.1313,2.1316
2025-03-30 22:33:00,2.1316,2.1358,2.1316,2.1349
2025-03-30 22:34:00,2.1348,2.1389,2.1345,2.1385
2025-03-30 22:35:00,2.1385,2.1458,2.1385,2.1457
2025-03-30 22:36:00,2.1458,2.1515,2.1449,2.1509
2025-03-30 22:37:00,2.1508,2.152,2.1474,2.1474
2025-03-30 22:38:00,2.1474,2.1605,2.1474,2.1599
2025-03-30 22:39:00,2.1598,2.1638,2.155,2.1554
2025-03-30 22:40:00,2.1554,2.1565,2.1524,2.1536
2025-03-30 22:41:00,2.1537,2.1552,2.1509,2.1522
2025-03-30 22:42:00,2.1521,2.1545,2.1504,2.1545
2025-03-30 22:43:00,2.1546,2.1546,2.1502,2.153
2025-03-30 22:44:00,2.153,2.1533,2.1491,2.1492
2025-03-30 22:45:00,2.1491,2.1513,2.1479,2.1505
2025-03-30 22:46:00,2.1504,2.1543,2.1491,2.1543
2025-03-30 22:47:00,2.1544,2.1552,2.1524,2.154
2025-03-30 22:48:00,2.1539,2.1541,2.1507,2.1512
2025-03-30 22:49:00,2.1513,2.1513,2.1454,2.1474
2025-03-30 22:50:00,2.1474,2.1503,2.1459,2.1482
2025-03-30 22:51:00,2.1483,2.1495,2.1447,2.1467
2025-03-30 22:52:00,2.1467,2.147,2.1443,2.1449
2025-03-30 22:53:00,2.145,2.1458,2.1414,2.1416
2025-03-30 22:54:00,2.1416,2.1428,2.1412,2.1421
2025-03-30 22:55:00,2.1421,2.1422,2.1392,2.1413
2025-03-30 22:56:00,2.1413,2.143,2.1404,2.143
2025-03-30 22:57:00,2.143,2.1432,2.1394,2.1408
2025-03-30 22:58:00,2.1408,2.1409,2.1395,2.1396
2025-03-30 22:59:00,2.1395,2.1411,2.1393,2.1407
2025-03-30 23:00:00,2.1407,2.1419,2.1376,2.1396
2025-03-30 23:01:00,2.1396,2.1406,2.1378,2.1403
2025-03-30 23:02:00,2.1403,2.1403,2.134,2.1353
2025-03-30 23:03:00,2.1354,2.136,2.1333,2.1352
2025-03-30 23:04:00,2.1352,2.1355,2.1294,2.1311
2025-03-30 23:05:00,2.1311,2.1312,2.1284,2.1307
2025-03-30 23:06:00,2.1308,2.1327,2.1304,2.1309
2025-03-30 23:07:00,2.131,2.1332,2.1293,2.1295
2025-03-30 23:08:00,2.1294,2.1324,2.129,2.132
2025-03-30 23:09:00,2.132,2.1355,2.1308,2.1354
2025-03-30 23:10:00,2.1355,2.1379,2.1354,2.1377
2025-03-30 23:11:00,2.1377,2.1413,2.1377,2.1388
2025-03-30 23:12:00,2.1387,2.1387,2.1367,2.1371
2025-03-30 23:13:00,2.1371,2.1385,2.1371,2.138
2025-03-30 23:14:00,2.1381,2.1389,2.1337,2.1337
2025-03-30 23:15:00,2.1336,2.134,2.1317,2.132
2025-03-30 23:16:00,2.132,2.1353,2.132,2.1342
2025-03-30 23:17:00,2.1343,2.1352,2.1319,2.1348
2025-03-30 23:18:00,2.1349,2.1358,2.1295,2.132
2025-03-30 23:19:00,2.1319,2.135,2.1313,2.1349
2025-03-30 23:20:00,2.1349,2.1359,2.1267,2.1294
2025-03-30 23:21:00,2.1294,2.1305,2.1287,2.1302
2025-03-30 23:22:00,2.1301,2.1319,2.1294,2.1316
2025-03-30 23:23:00,2.1317,2.132,2.1244,2.1258
2025-03-30 23:24:00,2.1257,2.1266,2.1237,2.1253
2025-03-30 23:25:00,2.1252,2.1282,2.1247,2.1282
2025-03-30 23:26:00,2.1283,2.1318,2.1282,2.1314
2025-03-30 23:27:00,2.1313,2.1313,2.1286,2.1291
2025-03-30 23:28:00,2.1291,2.1291,2.1262,2.1264
2025-03-30 23:29:00,2.1264,2.1269,2.1229,2.1231
2025-03-30 23:30:00,2.1229,2.1247,2.1217,2.124
2025-03-30 23:31:00,2.1241,2.1267,2.1214,2.1255
2025-03-30 23:32:00,2.1254,2.1254,2.1205,2.1246
2025-03-30 23:33:00,2.1243,2.1254,2.1217,2.1234
2025-03-30 23:34:00,2.1233,2.1265,2.1231,2.1263
2025-03-30 23:35:00,2.1259,2.1303,2.1241,2.1282
2025-03-30 23:36:00,2.1282,2.1311,2.1277,2.1304
